iam_role_name,role_owner
role-2584,#N/A
role-2584,user-6980
role-2585,#N/A
role-2586,user-4574
role-2586,#N/A
role-2586,user-6980
role-2587,user-4574
role-2587,#N/A
role-2587,user-6980
role-2588,user-4574
role-2588,#N/A
role-2588,user-6980
role-2589,user-4574
role-2589,#N/A
role-2589,user-6980
role-2590,user-4574
role-2590,#N/A
role-2590,user-6980
role-2591,user-4574
role-2591,#N/A
role-2591,user-6980
role-2592,user-4574
role-2592,#N/A
role-2592,user-6980
role-2593,user-4300
role-2593,user-3450
role-2594,user-4300
role-2594,user-3450
role-2595,user-4574
role-2595,#N/A
role-2595,user-6980
role-2596,#N/A
role-2597,#N/A
role-2598,#N/A
role-2599,#N/A
role-2600,#N/A
role-2601,#N/A
role-2602,#N/A
role-2603,#N/A
role-2604,user-4249
role-2604,#N/A
role-2605,#N/A
role-2606,#N/A
role-2607,#N/A
role-2608,#N/A
role-2609,#N/A
role-2610,#N/A
role-2611,#N/A
role-2612,#N/A
role-2613,#N/A
role-2614,user-4574
role-2614,#N/A
role-2614,user-6980
role-2615,user-4574
role-2615,#N/A
role-2615,user-6980
role-2616,user-4574
role-2616,#N/A
role-2616,user-6980
role-2617,user-4574
role-2617,#N/A
role-2617,user-6980
role-2618,user-4574
role-2618,#N/A
role-2618,user-6980
role-2619,user-4574
role-2619,#N/A
role-2619,user-6980
role-2620,#N/A
role-2621,#N/A
role-2622,#N/A
role-2622,user-4970
role-2623,#N/A
role-2623,user-4970
role-2624,#N/A
role-2624,user-135
role-2625,#N/A
role-2626,user-6971
role-2626,user-5638
role-2627,#N/A
role-2627,user-6844
role-2628,user-4703
role-2628,user-3599
role-2629,user-4703
role-2629,user-3599
role-2630,#N/A
role-2631,#N/A
role-2631,user-1950
role-2632,#N/A
role-2633,user-6888
role-2633,#N/A
role-2633,user-4979
role-2634,#N/A
role-2635,#N/A
role-2636,#N/A
role-2637,#N/A
role-2638,#N/A
role-2639,#N/A
role-2640,#N/A
role-2641,#N/A
role-2642,#N/A
role-2643,#N/A
role-2644,#N/A
role-2645,#N/A
role-2646,#N/A
role-2646,user-4677
role-2647,#N/A
role-2647,user-4677
role-2648,#N/A
role-2649,#N/A
role-2650,user-5033
role-2650,user-6728
role-2650,user-4983
role-2651,#N/A
role-2652,#N/A
role-2653,user-784
role-2653,user-5340
role-2654,user-784
role-2654,user-5340
role-2655,user-784
role-2655,user-5340
role-2656,user-784
role-2656,user-5340
role-2657,user-784
role-2657,user-5340
role-2658,user-784
role-2658,user-5340
role-2659,user-784
role-2659,user-5340
role-2660,user-784
role-2660,user-5340
role-2661,user-784
role-2661,user-5340
role-2662,user-784
role-2662,user-5340
role-2663,user-784
role-2663,user-5340
role-2664,user-784
role-2664,user-5340
role-2665,user-784
role-2665,user-5340
role-2666,user-1087
role-2666,user-1219
role-2667,user-6839
role-2667,#N/A
role-2668,#N/A
role-2669,user-1087
role-2669,user-5340
role-2670,user-1087
role-2670,user-5340
role-2671,user-784
role-2671,user-5340
role-2672,user-784
role-2672,user-5340
role-2673,user-784
role-2673,user-5340
role-2674,user-784
role-2674,user-5340
role-2675,user-784
role-2675,user-5340
role-2676,user-784
role-2676,user-5340
role-2677,user-784
role-2677,user-5340
role-2678,#N/A
role-2679,#N/A
role-2680,#N/A
role-2681,#N/A
role-2682,#N/A
role-2683,#N/A
role-2684,#N/A
role-2685,user-38
role-2685,user-2515
role-2686,#N/A
role-2686,user-6728
role-2687,#N/A
role-2687,user-3938
role-2688,user-1173
role-2688,user-3119
role-2688,user-777
role-2689,user-2082
role-2689,user-6895
role-2690,user-2715
role-2690,user-2475
role-2691,#N/A
role-2692,#N/A
role-2693,#N/A
role-2694,#N/A
role-2695,user-6967
role-2695,user-1858
role-2696,#N/A
role-2697,#N/A
role-2698,#N/A
role-2699,#N/A
role-2700,#N/A
role-2701,#N/A
role-2702,#N/A
role-2703,#N/A
role-2704,user-56
role-2704,user-6392
role-2705,#N/A
role-2706,#N/A
role-2707,#N/A
role-2708,#N/A
role-2709,#N/A
role-2710,#N/A
role-2710,user-5734
role-2711,user-6839
role-2711,#N/A
role-2712,#N/A
role-2713,#N/A
role-2714,#N/A
role-2715,#N/A
role-2716,user-6839
role-2716,#N/A
role-2717,#N/A
role-2717,user-5734
role-2718,#N/A
role-2719,#N/A
role-2720,#N/A
role-2721,#N/A
role-2721,user-5734
role-2722,#N/A
role-2722,user-5734
role-2723,#N/A
role-2723,user-5734
role-2724,#N/A
role-2725,user-1283
role-2725,#N/A
role-2726,#N/A
role-2727,#N/A
role-2728,#N/A
role-2729,#N/A
role-2730,user-2082
role-2730,#N/A
role-2730,user-6895
role-2730,user-4988
role-2731,#N/A
role-2732,#N/A
role-2732,user-4677
role-2733,user-4677
role-2733,user-5654
role-2734,#N/A
role-2735,#N/A
role-2735,user-4677
role-2736,#N/A
role-2737,user-6889
role-2737,#N/A
role-2738,#N/A
role-2738,user-6889
role-2739,#N/A
role-2740,user-6889
role-2740,#N/A
role-2741,user-6531
role-2741,user-1434
role-2742,user-4300
role-2742,user-3450
role-2743,user-4300
role-2743,user-3450
role-2744,#N/A
role-2745,#N/A
role-2745,user-4970
role-2746,user-784
role-2746,user-5340
role-2747,user-2664
role-2747,user-4628
role-2748,#N/A
role-2749,#N/A
role-2750,#N/A
role-2751,#N/A
role-2752,user-4111
role-2753,user-4574
role-2753,#N/A
role-2753,user-6980
role-2754,#N/A
role-2755,#N/A
role-2756,#N/A
role-2757,#N/A
role-2758,user-4300
role-2758,user-3450
role-2759,user-4300
role-2759,user-3450
role-2760,user-60
role-2760,user-5821
role-2761,user-114
role-2761,user-6646
role-2762,user-60
role-2762,user-5821
role-2763,#N/A
role-2763,user-4970
role-2764,#N/A
role-2764,user-4970
role-2765,#N/A
role-2765,user-4970
role-2766,#N/A
role-2767,user-2827
role-2767,#N/A
role-2768,#N/A
role-2769,user-3633
role-2769,user-3793
role-2770,user-3633
role-2770,user-3793
role-2771,user-4300
role-2771,user-3450
role-2772,user-4300
role-2772,user-3450
role-2773,user-4180
role-2773,#N/A
role-2774,#N/A
role-2775,#N/A
role-2776,user-2997
role-2776,user-2138
role-2777,user-4574
role-2777,#N/A
role-2777,user-6980
role-2778,#N/A
role-2779,#N/A
role-2780,#N/A
role-2781,#N/A
role-2782,user-6630
role-2783,#N/A
role-2784,#N/A
role-2785,#N/A
role-2786,#N/A
role-2787,user-6630
role-2788,user-2082
role-2788,user-6895
role-2789,#N/A
role-2789,user-4970
role-2790,#N/A
role-2791,#N/A
role-2792,#N/A
role-2792,user-6300
role-2793,#N/A
role-2794,#N/A
role-2795,#N/A
role-2795,user-6300
role-2796,#N/A
role-2796,user-6300
role-2796,user-6323
role-2797,#N/A
role-2798,#N/A
role-2799,#N/A
role-2800,user-4574
role-2800,#N/A
role-2800,user-6980
role-2801,user-4574
role-2801,#N/A
role-2801,user-6980
role-2802,user-4574
role-2802,#N/A
role-2802,user-6980
role-2803,#N/A
role-2804,user-4574
role-2804,#N/A
role-2804,user-6980
role-2805,user-4574
role-2805,#N/A
role-2805,user-6980
role-2806,user-4574
role-2806,#N/A
role-2806,user-6980
role-2807,user-4574
role-2807,#N/A
role-2807,user-6980
role-2808,user-4574
role-2808,#N/A
role-2808,user-6980
role-2809,user-4574
role-2809,#N/A
role-2809,user-6980
role-2810,user-4574
role-2810,#N/A
role-2810,user-6980
role-2811,user-4180
role-2811,#N/A
role-2812,user-4574
role-2812,#N/A
role-2812,user-6980
role-2813,#N/A
role-2814,user-4300
role-2814,user-3450
role-2815,user-4300
role-2815,user-3450
role-2816,#N/A
role-2816,user-4970
role-2817,#N/A
role-2818,#N/A
role-2819,#N/A
role-2820,#N/A
role-2821,#N/A
role-2822,#N/A
role-2823,#N/A
role-2824,#N/A
role-2825,#N/A
role-2826,#N/A
role-2827,#N/A
role-2828,#N/A
role-2829,#N/A
role-2830,#N/A
role-2831,#N/A
role-2832,user-4574
role-2832,#N/A
role-2832,user-6980
role-2833,user-4574
role-2833,#N/A
role-2833,user-6980
role-2834,user-4574
role-2834,#N/A
role-2834,user-6980
role-2835,user-4574
role-2835,#N/A
role-2835,user-6980
role-2836,user-4574
role-2836,#N/A
role-2836,user-6980
role-2837,user-4574
role-2837,#N/A
role-2837,user-6980
role-2838,user-5598
role-2838,#N/A
role-2839,user-5598
role-2839,#N/A
role-2840,#N/A
role-2841,user-4300
role-2841,user-3450
role-2842,user-4300
role-2842,user-3450
role-2843,#N/A
role-2844,#N/A
role-2845,user-3528
role-2845,user-2523
role-2846,user-4574
role-2846,#N/A
role-2846,user-6980
role-2847,user-5598
role-2847,#N/A
role-2848,user-5598
role-2848,#N/A
role-2849,#N/A
role-2850,#N/A
role-2851,#N/A
role-2852,#N/A
role-2853,user-3528
role-2853,user-2523
role-2854,user-4574
role-2854,#N/A
role-2854,user-6980
role-2855,user-4574
role-2855,#N/A
role-2855,user-6980
role-2856,#N/A
role-2857,user-4574
role-2857,#N/A
role-2857,user-6980
role-2858,#N/A
role-2859,#N/A
role-2860,#N/A
role-2861,#N/A
role-2862,#N/A
role-2863,#N/A
role-2864,#N/A
role-2865,#N/A
role-2866,#N/A
role-2867,#N/A
role-2868,#N/A
role-2869,#N/A
role-2870,#N/A
role-2871,#N/A
role-2872,#N/A
role-2873,user-4574
role-2873,#N/A
role-2873,user-6980
role-2874,user-4574
role-2874,#N/A
role-2874,user-6980
role-2875,user-4574
role-2875,#N/A
role-2875,user-6980
role-2876,user-4574
role-2876,#N/A
role-2876,user-6980
role-2877,user-5598
role-2877,#N/A
role-2878,user-5598
role-2878,#N/A
role-2879,user-5598
role-2879,#N/A
role-2880,#N/A
role-2881,user-2097
role-2881,user-3945
role-2882,#N/A
role-2882,user-4111
role-2883,#N/A
role-2884,user-4300
role-2884,user-3450
role-2885,user-4300
role-2885,user-3450
role-2886,#N/A
role-2886,user-789
role-2887,#N/A
role-2888,#N/A
role-2889,#N/A
role-2890,#N/A
role-2891,#N/A
role-2892,user-3528
role-2892,user-2523
role-2893,user-3528
role-2893,user-2523
role-2894,user-4574
role-2894,#N/A
role-2894,user-6980
role-2895,#N/A
role-2895,user-789
role-2896,#N/A
role-2897,#N/A
role-2898,#N/A
role-2899,user-4574
role-2899,#N/A
role-2899,user-6980
role-2900,user-4574
role-2900,#N/A
role-2900,user-6980
role-2901,user-4574
role-2901,#N/A
role-2901,user-6980
role-2902,user-4574
role-2902,#N/A
role-2902,user-6980
role-2903,user-4574
role-2903,#N/A
role-2903,user-6980
role-2904,#N/A
role-2905,#N/A
role-2906,#N/A
role-2907,#N/A
role-2908,#N/A
role-2909,#N/A
role-2910,#N/A
role-2910,user-3887
role-2911,#N/A
role-2912,#N/A
role-2913,#N/A
role-2914,#N/A
role-2915,#N/A
role-2916,user-2097
role-2916,user-3945
role-2917,#N/A
role-2918,#N/A
role-2918,user-4111
role-2919,#N/A
role-2920,#N/A
role-2921,#N/A
role-2922,#N/A
role-2923,#N/A
role-2923,user-4111
role-2924,#N/A
role-2925,#N/A
role-2926,#N/A
role-2927,#N/A
role-2928,#N/A
role-2929,#N/A
role-2930,#N/A
role-2931,#N/A
role-2932,#N/A
role-2933,#N/A
role-2934,#N/A
role-2935,#N/A
role-2936,#N/A
role-2937,#N/A
role-2938,#N/A
role-2939,#N/A
role-2940,#N/A
role-2941,#N/A
role-2942,#N/A
role-2943,#N/A
role-2944,#N/A
role-2945,#N/A
role-2946,#N/A
role-2947,#N/A
role-2948,#N/A
role-2949,#N/A
role-2950,#N/A
role-2951,user-4111
role-2951,#N/A
role-2952,user-3376
role-2952,user-3574
role-2953,user-3376
role-2953,user-3574
role-2954,user-4574
role-2954,#N/A
role-2954,user-6980
role-2955,user-4574
role-2955,#N/A
role-2955,user-6980
role-2956,#N/A
role-2957,#N/A
role-2958,#N/A
role-2959,#N/A
role-2960,#N/A
role-2961,#N/A
role-2961,user-2425
role-2962,#N/A
role-2962,user-2425
role-2963,user-4574
role-2963,#N/A
role-2963,user-6980
role-2964,#N/A
role-2965,#N/A
role-2966,#N/A
role-2967,#N/A
role-2968,user-6248
role-2969,user-2657
role-2969,user-1344
role-2969,user-392
role-2970,user-4677
role-2970,user-4133
role-2971,user-4677
role-2971,user-4133
role-2972,user-3348
role-2972,user-5898
role-2972,user-5857
role-2973,user-4825
role-2973,#N/A
role-2974,user-7075
role-2974,user-6026
role-2975,#N/A
role-2975,user-6372
role-2976,#N/A
role-2977,#N/A
role-2978,#N/A
role-2978,user-4970
role-2979,#N/A
role-2980,#N/A
role-2981,user-6242
role-2981,user-6728
role-2981,#N/A
role-2982,user-6288
role-2982,user-5761
role-2983,#N/A
role-2984,#N/A
role-2985,user-4339
role-2985,user-2400
role-2986,#N/A
role-2987,#N/A
role-2988,#N/A
role-2989,#N/A
role-2990,#N/A
role-2991,#N/A
role-2992,user-206
role-2992,#N/A
role-2993,user-206
role-2993,#N/A
role-2994,user-206
role-2994,#N/A
role-2995,#N/A
role-2996,user-206
role-2996,#N/A
role-2997,user-6598
role-2997,#N/A
role-2998,#N/A
role-2999,#N/A
role-3000,#N/A
role-3001,#N/A
role-3002,#N/A
role-3003,#N/A
role-3004,#N/A
role-3005,#N/A
role-3006,#N/A
role-3006,user-1816
role-3007,#N/A
role-3008,#N/A
role-3009,#N/A
role-3010,#N/A
role-3011,#N/A
role-3012,#N/A
role-3013,#N/A
role-3014,#N/A
role-3015,#N/A
role-3016,#N/A
role-3017,#N/A
role-3018,#N/A
role-3019,#N/A
role-3019,user-4970
role-3020,user-3945
role-3020,user-1211
role-3021,#N/A
role-3022,user-4706
role-3022,user-6891
role-3023,#N/A
role-3024,#N/A
role-3024,user-4970
role-3025,user-4574
role-3025,#N/A
role-3025,user-6980
role-3026,#N/A
role-3027,user-2426
role-3027,#N/A
role-3028,user-2426
role-3028,#N/A
role-3029,user-4574
role-3029,#N/A
role-3029,user-6980
role-3030,user-4300
role-3030,user-3450
role-3031,user-4300
role-3031,user-3450
role-3032,user-4300
role-3032,user-3450
role-3033,#N/A
role-3034,#N/A
role-3035,#N/A
role-3036,#N/A
role-3037,#N/A
role-3038,#N/A
role-3039,#N/A
role-3040,#N/A
role-3041,#N/A
role-3041,user-4970
role-3042,#N/A
role-3042,user-5356
role-3043,user-4574
role-3043,#N/A
role-3043,user-6980
role-3044,#N/A
role-3044,user-4970
role-3045,#N/A
role-3046,#N/A
role-3047,user-3139
role-3047,user-2535
role-3048,#N/A
role-3049,#N/A
role-3050,#N/A
role-3051,user-3633
role-3051,user-3793
role-3052,user-5716
role-3052,user-1966
role-3053,#N/A
role-3054,#N/A
role-3054,user-4970
role-3055,#N/A
role-3055,user-4970
role-3056,#N/A
role-3057,#N/A
role-3058,user-3954
role-3058,#N/A
role-3059,user-3954
role-3059,#N/A
role-3060,user-3954
role-3060,#N/A
role-3061,#N/A
role-3062,#N/A
role-3063,#N/A
role-3063,user-2425
role-3064,user-2426
role-3064,#N/A
role-3065,user-4574
role-3065,#N/A
role-3065,user-6980
role-3066,user-4574
role-3066,#N/A
role-3066,user-6980
role-3067,#N/A
role-3067,user-1129
role-3068,#N/A
role-3068,user-4111
role-3069,#N/A
role-3070,user-3633
role-3070,user-3793
role-3071,#N/A
role-3072,#N/A
role-3073,user-3528
role-3073,user-2523
role-3074,#N/A
role-3075,user-3139
role-3075,user-3365
role-3075,user-634
role-3075,user-4326
role-3075,user-2543
role-3076,#N/A
role-3077,#N/A
role-3078,#N/A
role-3079,#N/A
role-3080,#N/A
role-3081,#N/A
role-3082,user-4574
role-3082,#N/A
role-3082,user-6980
role-3083,#N/A
role-3083,user-4970
role-3084,#N/A
role-3085,#N/A
role-3086,#N/A
role-3087,#N/A
role-3088,#N/A
role-3089,#N/A
role-3090,#N/A
role-3091,user-5716
role-3091,user-1966
role-3092,#N/A
role-3093,user-4574
role-3093,#N/A
role-3093,user-6980
role-3094,user-4574
role-3094,#N/A
role-3094,user-6980
role-3095,#N/A
role-3096,user-4574
role-3096,#N/A
role-3096,user-6980
role-3097,#N/A
role-3097,user-2425
role-3098,#N/A
role-3098,user-2425
role-3099,user-4574
role-3099,#N/A
role-3099,user-6980
role-3100,#N/A
role-3100,user-6474
role-3101,#N/A
role-3101,user-6474
role-3102,user-3633
role-3102,user-3793
role-3103,#N/A
role-3104,#N/A
role-3105,#N/A
role-3106,#N/A
role-3107,user-6889
role-3107,#N/A
role-3108,user-6889
role-3108,#N/A
role-3109,#N/A
role-3109,user-4970
role-3110,#N/A
role-3111,#N/A
role-3112,user-6889
role-3112,user-6994
role-3113,user-286
role-3113,user-5953
role-3114,user-2186
role-3114,user-1207
role-3115,#N/A
role-3115,user-5734
role-3116,#N/A
role-3116,user-2425
role-3117,user-4574
role-3117,#N/A
role-3117,user-6980
role-3118,user-4574
role-3118,#N/A
role-3118,user-6980
role-3119,#N/A
role-3119,user-4970
role-3120,user-3139
role-3120,user-3365
role-3120,user-634
role-3120,user-4326
role-3120,user-2543
role-3121,#N/A
role-3122,#N/A
role-3123,#N/A
role-3124,#N/A
role-3125,#N/A
role-3126,user-228
role-3126,user-5642
role-3127,user-228
role-3127,user-5642
role-3128,user-4546
role-3128,user-4321
role-3129,#N/A
role-3130,#N/A
role-3131,#N/A
role-3132,user-5054
role-3132,user-5565
role-3133,#N/A
role-3133,user-6884
role-3134,#N/A
role-3135,#N/A
role-3136,#N/A
role-3137,#N/A
role-3138,#N/A
role-3139,user-1087
role-3139,user-1219
role-3140,user-1087
role-3140,user-1219
role-3141,user-1087
role-3141,user-1219
role-3142,user-1087
role-3142,user-1219
role-3143,user-2082
role-3143,user-6895
role-3144,#N/A
role-3145,#N/A
role-3146,user-2082
role-3146,#N/A
role-3146,user-6895
role-3146,user-4988
role-3147,user-4979
role-3147,user-4994
role-3148,user-4988
role-3148,#N/A
role-3149,#N/A
role-3150,#N/A
role-3151,#N/A
role-3152,#N/A
role-3153,#N/A
role-3154,#N/A
role-3155,#N/A
role-3156,#N/A
role-3157,user-6839
role-3158,#N/A
role-3158,user-4966
role-3159,#N/A
role-3160,#N/A
role-3161,user-6839
role-3162,#N/A
role-3163,#N/A
role-3164,user-6839
role-3165,user-6839
role-3165,#N/A
role-3166,user-6839
role-3166,#N/A
role-3167,#N/A
role-3168,#N/A
role-3169,#N/A
role-3170,#N/A
role-3171,user-6839
role-3171,#N/A
role-3172,#N/A
role-3173,user-4987
role-3173,#N/A
role-3174,#N/A
role-3175,#N/A
role-3176,#N/A
role-3177,#N/A
role-3178,#N/A
role-3178,user-5734
role-3179,#N/A
role-3180,user-4987
role-3180,#N/A
role-3181,#N/A
role-3182,#N/A
role-3182,user-6728
role-3182,user-2987
role-3183,#N/A
role-3184,#N/A
role-3185,#N/A
role-3186,#N/A
role-3187,#N/A
role-3188,#N/A
role-3189,#N/A
role-3190,#N/A
role-3191,#N/A
role-3192,#N/A
role-3193,#N/A
role-3194,#N/A
role-3195,#N/A
role-3196,#N/A
role-3196,user-6626
role-3197,#N/A
role-3197,user-6626
role-3198,#N/A
role-3198,user-6626
role-3199,#N/A
role-3199,user-6626
role-3200,#N/A
role-3200,user-6626
role-3201,#N/A
role-3201,user-6626
role-3202,user-4378
role-3202,user-6728
role-3203,#N/A
role-3204,#N/A
role-3205,#N/A
role-3206,#N/A
role-3207,#N/A
role-3208,#N/A
role-3209,#N/A
role-3210,#N/A
role-3211,#N/A
role-3211,user-5734
role-3212,#N/A
role-3213,#N/A
role-3214,#N/A
role-3215,#N/A
role-3216,#N/A
role-3217,#N/A
role-3218,#N/A
role-3219,#N/A
role-3220,#N/A
role-3221,#N/A
role-3222,#N/A
role-3223,#N/A
role-3224,#N/A
role-3225,#N/A
role-3226,#N/A
role-3227,#N/A
role-3228,#N/A
role-3229,user-6839
role-3230,user-6839
role-3230,#N/A
role-3231,user-6839
role-3231,#N/A
role-3232,#N/A
role-3233,#N/A
role-3234,#N/A
role-3235,#N/A
role-3236,#N/A
role-3237,#N/A
role-3238,#N/A
role-3239,#N/A
